CODIGO ARTICULO,CLI,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
ARTICULO30633,216,,1,,,,,,,,
,345,,,,2,,,,,,
,427,,8,4,4,,1,,1,,
,895,,,,,1,,,,,
,1271,,,,,,,1,,,
,2119,,,,,,1,,,,
,2187,30,2,1,6,,,,,,
,2216,1,,,,4,1,,,,
,2271,,2,,,,,,,,
,2282,,,,,,2,,,,
,2307,,,,,1,1,,1,,
,2350,,,3,4,,,,,,
,3422,,,2,,,,,,,
,4909,,,,1,5,1,,8,,
,6096,,,,1,,,1,,,
,6149,,,,,,3,2,,,
,6275,,1,,2,,,,,,
,7110,,2,,4,,,,,,
,7253,1,,,,,,,,,
,7329,12,,,,,,,,,
,7667,4,,,,,,,,,
,7712,1,,,,,,,,,
,13027,6,,,,5,,,,,
ARTICULO30656,2135,,1,,,,,,,,
ARTICULO30657,4048,,1,,,,,,,,
ARTICULO30658,2187,,,1,,,,,,,
ARTICULO30659,1697,,,,3,,,,,,
ARTICULO30660,3290,,,,10,,,,,,
ARTICULO30661,222,15,12,6,4,,5,3,,,
,2282,,,0,,,,,,,
,2623,,,,1,,1,,,,
,4727,,1,,,,,,,,
,7712,1,,,,,,,,,
ARTICULO30666,222,,,8,,,,,,,
,427,,,1,,,,,,,
,473,,,,,,,,,,1
ARTICULO30669,427,,3,5,,,,,,,
ARTICULO30670,2623,,,2,,,,,,,
ARTICULO30671,427,4,,2,,,,,,,
ARTICULO30672,2146,14,20,13,25,1,,,,,
,3422,2,,,,,,,,,
,7330,,,2,,,,,,,
ARTICULO30675,387,,,1,,,,,,,
ARTICULO30676,4048,,1,,,,,,,,
ARTICULO30677,427,,1,,,,,,,,
,460,5,,7,2,,,,,,
,4453,1,,,,,,,,,
,6963,,,1,,,,,,,
ARTICULO30681,2083,,,1,,,,,,,
ARTICULO30682,645,,,3,,,,,,,
,1275,1,3,,,,,,,,
,1331,,,,,,,,1,,
ARTICULO30685,2083,,,1,,,,,,,
ARTICULO30686,345,,,,,2,,,,,
ARTICULO30687,3097,,2,,,,,,,,
ARTICULO30688,2435,,,2,,,,,,,
ARTICULO30689,4453,1,,,,,,,,,
ARTICULO30690,8722,,,,,1,,,,,
ARTICULO30691,4121,,2,,,,,,,,
ARTICULO30692,1986,,,,1,,,,,,
,2461,,,,1,,,,,,
ARTICULO30694,345,1,,,,,,,,,
,3162,1,,,,,,,,,
ARTICULO30696,330,,1,,,,,,,,
,749,,1,,,,,,,,
,1091,,,1,,,,,,,
,2135,,,,,2,,,,,
,4034,2,,1,,,,6,1,1,2
,4233,,1,2,1,,,,1,,
,4399,1,,,,,,1,2,3,
,5914,,1,,,,,,,,
,8184,,,1,,,,,,,
,8267,,,1,3,3,,,,2,
,8426,,,2,,,,,,,
,8673,,,,2,3,,,,,
,8726,,,,,2,,,,,
,8970,,,,,,4,,,,
,9094,,,,,,,,,1,
,9167,,,,,,2,,1,3,-2
,9983,3,1,2,5,6,2,3,,,
ARTICULO30713,330,,1,,,,,,,,
,749,,1,,,,,,1,,
,1091,,,1,,,,,,,
,2190,5,10,,,,,1,2,,
,3190,1,,,,,,,,,
,4034,2,,1,,1,1,8,1,4,2
,4233,,1,2,1,,,,1,,
,4399,5,,,,,,,1,8,
,5914,,1,,,,,,,,
,7007,,1,,,,,,,,
,7669,3,2,,,,,,,,
,7834,2,,,,,,,,,
,8184,,,1,,,,,,,
,8267,,,1,3,3,,,,4,
,8426,,,2,,,,,,,
,8673,,,,2,4,,,,,
,9094,,,,,,,,,1,
,9167,,,,,,2,,,2,-2
,9983,5,2,6,8,7,1,3,3,,2
ARTICULO30732,330,,1,,,,,,,,
,749,,1,,,,,,,,
,4399,,,,,,,,,1,
,6149,,,,,,,,,2,
ARTICULO30736,3162,6,1,3,2,1,2,1,2,5,2
,4525,,3,,,,,,,,
,5254,,1,2,4,1,1,,1,,
,8213,,,2,2,,,1,,,
ARTICULO30740,345,4,2,2,1,1,,2,1,,1
,4209,10,2,1,3,1,,,,,
,5254,,,,,,1,,,,
ARTICULO30743,314,,,,,2,,,,,
ARTICULO30744,314,,,,,2,,,,,
ARTICULO30745,1111,,,3,,,,,,,
ARTICULO30746,1111,,8,,,,,,,,
ARTICULO30747,776,,,,,1,,,1,,
ARTICULO30748,5039,,2,,,,,,,,
ARTICULO30749,4746,,,,,1,,,,,
ARTICULO30750,4746,,,,,1,,,,,
ARTICULO30751,1111,2,,2,,,,2,,,
ARTICULO30752,1111,6,,6,,,,,,,
ARTICULO30753,1111,6,,,,6,,,,,6
ARTICULO30754,1111,8,,6,12,,,,,,6
ARTICULO30755,1111,,12,,,,,,,,
ARTICULO30756,1111,8,,6,12,,,10,,10,
ARTICULO30757,1111,,12,,,,,,,,
ARTICULO30758,314,1,2,,,,,,,,
ARTICULO30759,7176,2,,,,,,,,,
ARTICULO30760,2574,,3,,,,,,,,
ARTICULO30761,776,,,,,,,,,1,
ARTICULO30762,8774,,,,,2,,,,,
ARTICULO30763,2187,,,,,3,,,,,
ARTICULO30764,2990,,,,5,,,,,,
ARTICULO30765,8002,,,1,1,,,,,,
ARTICULO30766,2990,,,,6,,,,,,
ARTICULO30767,7379,50,70,40,170,100,,,,,
ARTICULO30768,5822,60,,40,,30,16,20,30,,20
,7379,,,,,,,,40,100,220
,7564,69,24,71,15,34,97,72,60,78,62
ARTICULO30771,469,,2,,2,,,,3,,
ARTICULO30772,3353,,,,,1,,,,,
ARTICULO30773,3353,1,,,,,,,,,
ARTICULO30774,5316,,1,,,,,,,,
ARTICULO30775,3977,,,,2,,,,,,
ARTICULO30776,469,2,,,,,,,,,
ARTICULO30777,469,2,,,,,,2,,,
ARTICULO30778,2435,,2,,,,,,,,
ARTICULO30779,2435,,2,,,,,,,,
ARTICULO30780,7379,,15,,,,,,,,
ARTICULO30781,5822,,,,,,,20,,,
ARTICULO30782,4704,8,,,,,,,,,
,7379,35,12,,,,,,,,
ARTICULO30784,2979,,2,,,,,2,,,
ARTICULO30785,5822,,,,,,,20,,,
ARTICULO30786,314,,2,,1,,,,2,,
ARTICULO30787,3959,,1,,,,,,,,
ARTICULO30788,314,4,3,5,2,1,1,2,,1,
ARTICULO30789,314,1,,,,,,,,,
ARTICULO30790,7779,4,,,,,,,,,
ARTICULO30791,314,,3,,,,,,,,
ARTICULO30792,5822,,,,,,,20,,,
ARTICULO30793,469,,,,3,,,,,,
ARTICULO30794,7379,,,,,8,,,,,
ARTICULO30795,1331,,,,2,,,,,,
ARTICULO30796,2187,,1,,,,,,,,
ARTICULO30797,5822,,,,,10,,20,,,
ARTICULO30798,3977,,,,2,,,,,,
ARTICULO30799,7733,,1,,,,,,,,
ARTICULO30800,2706,,,2,,,,,,,
ARTICULO30801,3977,,,,6,,,,,,
ARTICULO30802,7733,,1,,,,,,,,
ARTICULO30803,2706,,,,,2,,,,2,
ARTICULO30804,3977,,,,2,,,,,,
ARTICULO30805,2706,,,,,2,,,,2,
ARTICULO30806,2653,,,,,10,,,,,
ARTICULO30807,2706,,2,,,7,,,,,
ARTICULO30808,7176,,1,,,,,,,,
ARTICULO30809,2399,,,,1,,,,,,
ARTICULO30810,2653,,,,,11,,,,,
ARTICULO30811,2827,,,,3,,,,,,
ARTICULO30812,7564,,1,,,,,,,,
ARTICULO30813,314,,,,1,,,,,,
ARTICULO30814,3971,,,1,,,,,,,
ARTICULO30815,3977,,,,1,,,,,,
ARTICULO30816,3959,2,,,,,,,,,
ARTICULO30817,3959,1,,,,,,,,,
ARTICULO30818,314,,,,1,1,,,,,
,5822,,,,16,,,20,,,
ARTICULO30820,3959,1,,,,,,,,,
ARTICULO30821,3977,,,,2,,,,,,
ARTICULO30822,5822,30,16,,32,10,,40,30,,10
,7564,,,,10,,,18,,,
ARTICULO30824,3959,,,,,6,,,,,
,5822,,,,,10,,20,40,,10
ARTICULO30826,7682,,,1,,,,,,,
ARTICULO30827,2706,,,2,,,,,,,
ARTICULO30828,314,,,,1,,,,,,
ARTICULO30829,314,,,,1,,,,,,
ARTICULO30830,5822,,,,,10,,20,,,
ARTICULO30831,2399,,,,10,,,,,,
ARTICULO30832,7564,,35,,15,,16,8,,,26
ARTICULO30833,5822,,,,16,,,20,,,
ARTICULO30834,3977,,,,2,,,,,,
ARTICULO30835,3977,,,,2,,,,,,
ARTICULO30836,909,,,,,12,,,,,
ARTICULO30837,8002,,1,,,,,,,,
ARTICULO30838,837,,1,3,10,3,3,,1,1,8
ARTICULO30839,8002,,,,,20,,,,,
ARTICULO30840,5822,,20,,,,,20,,,
ARTICULO30841,3977,,,,4,,,,,,
ARTICULO30842,8784,,,,,3,,,,,
ARTICULO30843,2888,,,2,,,,,,,
ARTICULO30844,3959,,,2,,,,,,,
ARTICULO30845,5316,,1,,,,,,,,
ARTICULO30846,3733,2,,,,,,,,,
ARTICULO30847,314,1,,,,1,,,,,
ARTICULO30848,314,1,,,,,,,,,
ARTICULO30849,314,1,,,,,,,,,
ARTICULO30850,20200,,,2,6,,,,,,
ARTICULO30851,314,,,1,,,,,1,,
ARTICULO30852,314,,,,,1,,,,,
ARTICULO30853,4366,,1,,,,,,,,
ARTICULO30854,314,,,,,,,2,,,
,8663,,,,,,,,,1,
ARTICULO30856,314,,,,1,,,,,,
ARTICULO30857,314,,,,2,,,,,,
ARTICULO30858,314,2,,,,,,,,,
ARTICULO30859,1079,,,,,,,,,4,
ARTICULO30860,8002,,,,1,,,,,,
ARTICULO30861,7733,,,1,,,,,,,
ARTICULO30862,7733,,,1,,,,,,,
ARTICULO30863,7733,,,1,,,,,,,
ARTICULO30864,7733,,,1,,,,,,,
ARTICULO30865,7733,,,1,,,,,,,
ARTICULO30866,7573,,,,,1,,,,,
ARTICULO30867,2888,,,2,,,,,,,
ARTICULO30868,2979,,,,,1,,,,,
ARTICULO30869,2979,,,,,1,,,,,
ARTICULO30870,6802,300,274,386,299,236,317,347,332,259,326
ARTICULO30871,314,1,,,,3,,,,,
ARTICULO30872,311,1,,,,,,,,,
ARTICULO30873,8002,,,1,,,,,,,
ARTICULO30874,314,,,,3,,,,,,
ARTICULO30875,314,4,2,2,2,2,1,1,,1,
ARTICULO30876,314,,1,3,,,,,,,
ARTICULO30877,6802,252,335,270,277,239,264,307,227,274,362
ARTICULO30878,314,,,1,,,,,,,
ARTICULO30879,314,,,,,,,,2,,
ARTICULO30880,1023,,,,1,1,,,,,
ARTICULO30881,314,9,5,8,,6,14,11,11,5,18
ARTICULO30882,314,,,,1,,,,,,
ARTICULO30883,314,,,,,,2,,,,
ARTICULO30884,314,1,,,,,,,,,
ARTICULO30885,314,,,,1,,,,,,
ARTICULO30886,2461,2,,,,,,,,,
ARTICULO30887,8663,,,,,2,,,,,
ARTICULO30888,314,,,,,1,,,,,
ARTICULO30889,314,1,,,,,,,,,
ARTICULO30890,289,3,1,1,2,,2,,1,2,1
ARTICULO30891,1079,,1,,,,,,,,
ARTICULO30892,645,,,,2,,,,,,
ARTICULO30893,645,,1,1,,,,,,,
ARTICULO30894,2018,,,,,,,2,,,
ARTICULO30895,645,,,,1,,,,,,
ARTICULO30896,3838,,,,1,,1,,,,
ARTICULO30897,377,,,,1,,,,,,
,4701,,,1,,,,,,,
ARTICULO30899,5188,,,,,1,,,,,
,9650,,,,,,,,,1,
ARTICULO30901,4036,,,1,2,,,1,,,
ARTICULO30902,40,1,1,,,,,,,,
ARTICULO30903,2100,,,,3,,,,,,
ARTICULO30904,7,,,1,,,,,,,
ARTICULO30905,7,,,1,,,,,,,
ARTICULO30906,1960,,,,,1,,,,,
ARTICULO30907,7,,,1,,,,,,,
ARTICULO30908,376,,,,2,,,,,,
,2149,,,,,,,,1,,
ARTICULO30910,289,,,,,1,1,,,,1
ARTICULO30911,5049,,,,,4,,,,,
ARTICULO30912,2216,,,6,,,,,,,
ARTICULO30913,2187,,,6,,,,,,,
ARTICULO30914,2187,,,6,,,,,,,
ARTICULO30915,1275,,1,,,,,,,,
ARTICULO30916,1111,4,,4,,,,,,,
ARTICULO30917,7733,1,1,,,,,,,,
ARTICULO30918,7733,,,,1,,,,,,
ARTICULO30919,7733,,,1,,,,,,,
ARTICULO30920,7733,,1,,,,,,,,
ARTICULO30921,7733,,,1,,,,,,,
ARTICULO30922,7733,,,2,,,,,,,
ARTICULO30923,7733,,,,2,,,,,,
ARTICULO30924,2187,,1,,,,,,,,
ARTICULO30925,7733,,,1,,,,,,,
ARTICULO30926,7733,,1,,,,,,,,
ARTICULO30927,7733,,,,,1,,,,,
ARTICULO30928,7733,,1,,,,,,,,
ARTICULO30929,7733,,,1,,,,,,,
ARTICULO30930,7733,,1,,,,,,,,
ARTICULO30931,7733,,1,,,,,,,,
ARTICULO30932,7733,,,,,1,,,,,
ARTICULO30933,7733,,,,,1,,,,,
ARTICULO30934,7733,,,1,,,,,,,
ARTICULO30935,7733,,,1,,,,,,,
ARTICULO30936,7733,2,,,,,,,,,
ARTICULO30937,7733,,,1,,,,,,,
ARTICULO30938,7898,,4,,,,,,,,
ARTICULO30939,8494,,,,6,,,,,,
ARTICULO30940,7733,,1,,,,,,,,
ARTICULO30941,7733,1,,,,,,,,,
ARTICULO30942,2706,,,,,,,,,,4
,7733,2,,,,,,,,,
ARTICULO30944,7733,,1,,,,,,,,
ARTICULO30945,7733,,,2,,,,,,,
ARTICULO30946,7733,,,1,,1,,,,,
ARTICULO30947,7733,,,1,,,,,,,
ARTICULO30948,4333,60,43,50,,,,,,,
ARTICULO30949,7733,,,1,,,,,,,
ARTICULO30950,7733,,1,,,,,,,,
ARTICULO30951,7733,,1,,,,,,,,
ARTICULO30952,7733,,1,,,,,,,,
ARTICULO30953,7733,1,,,,,,,,,
ARTICULO30954,3019,2,,,,,,,,,
ARTICULO30955,7733,,2,2,,,1,,,,
ARTICULO30956,7733,,,,1,,,,,,
ARTICULO30957,7733,,1,,,,,,,,
ARTICULO30958,7733,,,,1,,,,,,
ARTICULO30959,7733,,,,1,,,,,,
ARTICULO30960,7733,,,2,,,,,,,
ARTICULO30961,7733,2,,,,,,,,,
ARTICULO30962,7733,,,2,,,,,,,
ARTICULO30963,7733,,,1,,,,,,,
ARTICULO30964,7733,,,,,2,,,,,
ARTICULO30965,111,1,,,,,,,,,
ARTICULO30966,3019,1,,,,,,,,,
ARTICULO30967,7733,,1,,,,,,,,
ARTICULO30968,7733,,1,,,,,,,,
ARTICULO30969,1798,3,,,,,,,,,
ARTICULO30970,7733,,,2,,,,,,,
ARTICULO30971,7733,,1,,,,,,,,
ARTICULO30972,7733,,,2,,,,,,,
ARTICULO30973,7733,,,3,,,,,,,
ARTICULO30974,7733,2,,,,,,,,,
ARTICULO30975,7733,,,2,,,,,,,
ARTICULO30976,2187,,,2,,,,,,,
ARTICULO30977,7733,,,,,1,,,,,
ARTICULO30978,7733,,,1,,,,,,,
ARTICULO30979,7733,,,,,1,,,,,
ARTICULO30980,7733,,,1,,,,,,,
ARTICULO30981,7733,,1,,,,,,,,
ARTICULO30982,3019,2,,,,,,,,,
ARTICULO30983,7733,1,,,,,,,,,
ARTICULO30984,7733,,,,,1,,,,,
ARTICULO30985,7733,,,,,1,,,,,
ARTICULO30986,7733,,,1,,,,,,,
ARTICULO30987,7733,,,1,,,,,,,
ARTICULO30988,7733,,,,1,,,,,,
ARTICULO30989,7733,,1,,,,,,,,
ARTICULO30990,7733,3,,,,,,,,,
ARTICULO30991,7733,,,2,,,,,,,
ARTICULO30992,7733,,,,,1,,,,,
ARTICULO30993,7733,,1,,,,,,,,
ARTICULO30994,2187,,,2,,,,,,,
ARTICULO30995,7733,,1,,,,,,,,
ARTICULO30996,7733,,,1,,,,,,,
ARTICULO30997,7733,,,1,,,,,,,
ARTICULO30998,838,,,,,,,6,,,
ARTICULO30999,7733,,1,1,,,,,,,
ARTICULO31000,7733,,,1,,,,,,,
ARTICULO31001,2706,,,,,2,,,,,
ARTICULO31002,2706,,,,1,,,,,,
ARTICULO31003,7733,,,1,,,,,,,
ARTICULO31004,7733,,,2,,,,,,,
ARTICULO31005,470,,,,,2,,,,,
ARTICULO31006,2461,,,,6,,,,,,
ARTICULO31007,7733,,,1,,,,,,,
ARTICULO31008,470,,,,,,2,,,,
ARTICULO31009,7733,,1,,,,,,,,
ARTICULO31010,7733,3,,,,,,,,,
ARTICULO31011,470,4,,,,,,,,,
ARTICULO31012,6802,8,18,16,12,4,13,4,13,4,8
ARTICULO31013,6322,2,,,,,,,,,
ARTICULO31014,7733,,1,,,,,,,,
ARTICULO31015,7733,,1,,,,,,,,
ARTICULO31016,2187,,,1,,,,,,,
ARTICULO31017,2187,,,4,,,,,,,
ARTICULO31018,111,,,,,,,,,,10
,8494,,,,14,10,,10,10,10,
ARTICULO31020,111,,,,,,,,,30,199
,8494,,,,28,89,72,154,132,117,
ARTICULO31022,8494,,,,,2,,,,,
ARTICULO31023,1271,,,,,,,,,5,
,2187,2,,,,,,,,,
ARTICULO31025,7733,,,1,,,,,,,
ARTICULO31026,2187,,,3,,,,,,,
ARTICULO31027,7733,,1,,,,,,,,
ARTICULO31028,2187,,,,3,,,,,,
ARTICULO31029,7733,,1,,,,,,,,
ARTICULO31030,2187,,,,2,,,,,,
ARTICULO31031,7733,,2,,,,,,,,
ARTICULO31032,7733,,3,,,,,,,,
ARTICULO31033,1798,2,,,,,,,,,
ARTICULO31034,2187,,,,2,,,,,,
ARTICULO31035,2187,1,,,,,,,,,
ARTICULO31036,1798,2,,,,,,,,,
ARTICULO31037,7733,,1,,,,,,,,
ARTICULO31038,6322,,,,,6,,,,,
ARTICULO31039,1271,,,,,,,2,,,
,2187,,2,,,,,,,,
ARTICULO31041,6322,,,,,6,,,,,
ARTICULO31042,2187,1,,,,,,,,,
ARTICULO31043,7733,1,,,,,,,,,
ARTICULO31044,7733,,1,,,,,,,,
ARTICULO31045,1271,,,,,,,,2,,
,2187,,3,,,,,,,,
ARTICULO31047,7733,,2,,,,,,,,
ARTICULO31048,7733,,,1,,,,,,,
ARTICULO31049,7733,,1,,,,,,,,
ARTICULO31050,3299,,6,12,10,12,,,10,,
ARTICULO31051,612,22,,,,,,,,,
,7898,,6,,,,,,,,
,8494,,,,6,,,,,,
ARTICULO31054,7733,,,1,,,,,,,
ARTICULO31055,7733,,,,,1,,,,,
ARTICULO31056,7733,1,,,,,,,,,
ARTICULO31057,2187,,,4,2,,,,,,
ARTICULO31058,2187,3,5,,,,,,,,
ARTICULO31059,2187,1,3,,,,,,,,
ARTICULO31060,7733,,,2,,,,,,,
ARTICULO31061,13027,,2,,2,,,,,,
ARTICULO31062,8494,,,,,8,7,2,,,
ARTICULO31063,3977,,,,3,,,,,,
ARTICULO31064,3977,,,,1,,,,,,
ARTICULO31065,7733,,,,4,,,,,,
ARTICULO31066,7733,,,,,8,,,,,
ARTICULO31067,7733,,,,4,4,,,,,
ARTICULO31068,2187,,1,,5,,,,,,
ARTICULO31069,7733,,,,,1,,,,,
ARTICULO31070,7733,,,,1,,,,,,
ARTICULO31071,7733,,,3,,,,,,,
ARTICULO31072,7733,,,,,1,,,,,
ARTICULO31073,7733,,,1,,,,,,,
ARTICULO31074,7733,,4,2,,,,,,,
ARTICULO31075,7733,,,,1,2,,,,,
ARTICULO31076,3977,,,,2,,,,,,
ARTICULO31077,2282,,12,,,,,,,,
ARTICULO31078,3977,,,,1,,,,,,
ARTICULO31079,7733,,,2,,,,,,,
ARTICULO31080,7733,,,1,,,,,,,
ARTICULO31081,7733,,,2,,,,,,,
ARTICULO31082,7733,,,1,,,,,,,
ARTICULO31083,7733,,,2,,,,,,,
ARTICULO31084,7733,,,2,,,,,,,
ARTICULO31085,3977,,,,2,,,,,,
ARTICULO31086,1271,,,,,,,,1,,
,2187,,1,,,,,,,,
ARTICULO31088,2187,,2,,,,,,,,
ARTICULO31089,2187,,1,,,,,,,,
ARTICULO31090,111,,,,,,,,,,8
,8494,,,,6,14,,,10,,
ARTICULO31092,1271,,,,,,,,3,,
,2187,,2,,2,,,,,,
ARTICULO31094,1271,,,,,,,,3,,
ARTICULO31095,7733,,,,4,,,,,,
ARTICULO31096,8013,,7,,14,,,,,,
ARTICULO31097,7733,,1,,,,,,,,
ARTICULO31098,7733,,,1,,,,,,,
ARTICULO31099,8013,,17,4,6,,10,12,,,
ARTICULO31100,7733,,1,,,,,,,,
ARTICULO31101,2574,,,5,,,,,,,
ARTICULO31102,2587,,1,,,,,,,,
ARTICULO31103,469,,1,,,,,,,,
ARTICULO31104,163,,,,6,,8,,,,
,1901,,,,,,6,4,,,
,8020,,,10,,,,,,,10
ARTICULO31107,9890,,,,,,,,,6,
ARTICULO31108,2574,,1,,,,,,,,
ARTICULO31109,7913,,1,,,,,,,,
ARTICULO31110,1559,40,,,,,,,,,
ARTICULO31111,2574,,,,,,,1,,,
ARTICULO31112,2574,,,,,,,1,,,
,5316,,,,,2,,,,,
ARTICULO31114,2574,,,,,1,,,,,
ARTICULO31115,2574,6,,,,3,,6,,,
ARTICULO31116,4743,,3,,,,,,,,
,5316,,1,,,,,,,,
ARTICULO31118,692,,,,,,1,,,,
,4909,,,,,,,,,1,
ARTICULO31120,776,,,,,,,,,,6
,2574,,,,,,1,,,,
,4429,,,,,,3,,,,
ARTICULO31123,4429,,,,,,,,,3,
ARTICULO31124,419,,,3,,,,,,,
,2574,1,,,,,1,,,,
,4743,,3,,,,,,,,
,4909,,,,,,,,,1,
,6636,,,,2,,,,,,
ARTICULO31129,419,3,,,,,,,,,
ARTICULO31130,419,,,,,,,,,,3
,6802,8,,,,,,,,,
,8764,,,,,,,3,,,
ARTICULO31133,5316,,,,,,,,2,,
ARTICULO31134,3508,8,4,,,,,,,,
ARTICULO31135,2574,,,,,,,,,,1
ARTICULO31136,2699,,,5,,,,,,,
ARTICULO31137,2574,,,,,,,,,,1
ARTICULO31138,222,,,,,,,,1,,
ARTICULO31139,8663,,,,,1,,,,,
ARTICULO31140,1348,,,,,3,,,,,
ARTICULO31141,1843,,,,,,,,,,1
ARTICULO31142,564,,,,2,,,,,,
ARTICULO31143,1162,,,2,,,,,,,
ARTICULO31144,2574,,,,,1,,,,,
ARTICULO31145,290,8,,,,,,,,,
ARTICULO31146,5824,,,,1,,,,,,
ARTICULO31147,314,,,,,,,16,,,
,2135,,,,,,,,,4,
,2282,,,,48,,,32,35,,
,4286,,,,,,,,72,,
,5052,4,,,,,,,,,
,6756,,,,24,,,,,,
,7564,,,,,4,,,,,
,7717,,8,,,,,,,,
,7786,,,,,,,,,26,34
,8179,,,,,,,24,,,
ARTICULO31157,2133,,,,,12,30,20,,,
,9022,,,,,,,2,,,
ARTICULO31159,1420,,,,,,6,,,,
,2518,,,4,,,,,,,
,3793,3,,,,,,,,,
,3925,,8,6,,4,,8,12,4,4
,4286,,,,,,,,24,,
,4339,,3,,,,,,,,
,6575,,,,,,,,,6,16
,9447,,,,,,,8,,,
ARTICULO31167,425,,2,10,8,3,2,11,22,4,22
,1714,,,,,,,,,4,
,2119,12,2,,,,,,,,
,2412,,,,,,,,,12,10
,2668,,,,,,,,2,,
,2690,,,,,,,,,10,
,3373,,,,,,15,,,,
,3402,28,22,62,64,12,,32,,,8
,4447,,,,32,33,32,64,,,
,4970,,,,,2,,,,,
,5369,,,,,,,6,,,
,6369,,,,2,2,1,,,,
,6797,6,,,,,,,,,
,7089,,,,,,,,,,6
,7167,1,4,2,,,,,,,
,7295,,,,,,,,,8,
,7426,,,,,,,2,,4,2
,7831,,,4,,,,,,,
,8090,,,,3,,,,,,
,8185,,,32,18,,,,,,
,9487,,,,,,,,,1,
,9778,,,,,,,,,1,
,9824,,,,,,,,,4,
,13027,,,24,,,,,,,
ARTICULO31191,909,,,,,,,,24,,24
,6285,,,12,,,,,,,
,7578,,12,,12,,,12,,,12
,7754,,,,,,2,,,,
,9350,,,,,,,4,,,
,9691,,,,,,,,,12,10
,9960,,,,,,,,,,12
,80555,,,,,,,,8,,
ARTICULO31199,1928,,,10,10,,10,,10,,
ARTICULO31200,1420,,,,,,37,,,,
,2885,,,,,,,,,,2
,4914,2,12,,,,,,,,
,6277,,,,4,,,,,,
,7111,,,,,,,,,2,
,8870,,,,,,,2,,,
,9312,,,,,,,4,,,
,9447,,,,,,,,12,6,23
,9526,,,,,,,,1,,
ARTICULO31209,314,4,2,,,,,,,,
ARTICULO31210,7717,,4,,,,,,,,
ARTICULO31211,425,,12,2,8,4,,,8,8,
ARTICULO31212,1714,,,,,,2,,,,
,2200,3,11,12,8,3,2,9,1,2,4
,7813,2,,,,,,,,,
ARTICULO31215,2214,,,1,,,,,1,,
ARTICULO31216,3659,,1,,,,,,,,
ARTICULO31217,3775,,,,,,2,2,,2,6
,3943,,,,,,,,,2,
,4266,,,,,4,,,,,
,4301,,2,,,,,4,,4,
,5345,,,,,,2,4,,8,
ARTICULO31222,265,,2,,,,,,,,
ARTICULO31223,2177,,,,,,,5,,,
,7221,,,,8,,,,,,
,9290,,,,,,,16,,,
ARTICULO31226,1420,,,,,,,12,,,
,2479,,2,,,,,,,,
,3578,2,12,,8,5,10,1,7,,4
,3925,2,,,,,,,,,
,6845,,,,,4,,,,,4
,6973,,,,,1,1,,,,
,7677,2,,,,,,,,,
ARTICULO31233,1420,8,77,,1,,,41,,,
,2536,,16,32,,,,,,,
,3925,,,,,,,,,2,
,8904,,,,,50,,50,50,,
,9447,,,,,,,,,22,13
ARTICULO31238,1420,,,20,,,30,12,,,
,2828,,,,,,,,2,2,2
,9447,,,,,,,,40,2,4
ARTICULO31241,238,3,,,,,,,,,
ARTICULO31242,3748,84,145,120,177,58,151,143,74,203,147
,8156,,,,,,2,,,,
ARTICULO31244,5316,,,,,,9,,,,
,12957,,,,,2,,,,,
ARTICULO31246,2699,,,,3,,,,,,
ARTICULO31247,8621,,,,2,,,,,,
ARTICULO31248,2739,,,2,,,,,,,
,7535,,,4,,,,,,,
,7596,2,,,,,,,,,
ARTICULO31251,9021,,,,,,2,,,,
ARTICULO31252,7176,,1,,,,,,,,
ARTICULO31253,4854,4,,,,,,,,,
ARTICULO31254,4854,,5,,,,,,,,
ARTICULO31255,9890,,,,,,,,,5,
ARTICULO31256,427,,,,4,,,,,,
ARTICULO31257,339,,,,,1,,,,,
ARTICULO31258,427,,,,,2,,,,,
ARTICULO31259,452,,,,,1,,,,,
ARTICULO31260,452,,,,,2,,,,,
ARTICULO31261,452,,,,,2,,1,,,
ARTICULO31262,1091,,,,,1,,,,,
ARTICULO31263,1328,,,,,1,,,,,
ARTICULO31264,1374,,,,,2,,,,2,
ARTICULO31265,1185,,,,,,21,,,16,
,1395,,,,,2,2,4,,,
,1574,,,,,,,,10,20,
,2716,,,,,,,,2,25,
,3335,,,,,,,,4,,10
,6951,,,,,,,,,,10
,8896,,,,,,20,,,,
ARTICULO31272,1531,,,,,"7,182","7,182",,"13,041",,
ARTICULO31273,1531,,,,,2,2,,3,,
ARTICULO31274,1681,,,,,1,,,,,
ARTICULO31275,2246,,,,,1,,,,,
ARTICULO31276,3084,,,,,10,,,,,
ARTICULO31277,3084,,,,,10,20,20,,25,
ARTICULO31278,4216,,,,,1,,,,,
ARTICULO31279,5318,,,,,2,,,,,
ARTICULO31280,5615,,,,,1,2,,,,
ARTICULO31281,6973,,,,,1,,,,,
ARTICULO31282,7044,,,,,2,,,,,
ARTICULO31283,8903,,,,,1,,,,,
ARTICULO31284,50230,,,,,1,,,,,
ARTICULO31285,9606,,,,,,,,1,,1
,20100,,,,,2,,,,,
ARTICULO31287,8896,,,,,1,,,,1,
ARTICULO31288,353,,,,,1,,,,,
ARTICULO31289,1531,,,,,1,,,,,
ARTICULO31290,1533,,,,,1,,,,,
ARTICULO31291,5822,,,,,1,,,2,,
,7379,,,,,,1,,1,,
ARTICULO31293,6711,,,,,2,,,,,
